Variable,Estimate,Std..Error,t.value,Pr...t..,Significance,From,To
South CarolinatoGeorgia,-0.519315858,0.064012283,-8.112753296,4.97E-16,*,South Carolina,Georgia
South CarolinatoIdaho,1.099092994,0.372444555,2.951024466,0.00316752,*,South Carolina,Idaho
South CarolinatoIllinois,-0.080537769,0.170410592,-0.472610115,0.636491788,,South Carolina,Illinois
South CarolinatoIndiana,0.113735928,0.172143988,0.660702297,0.508803875,,South Carolina,Indiana
South CarolinatoIowa,-0.032855535,0.277691333,-0.118316745,0.905816787,,South Carolina,Iowa
South CarolinatoKansas,0.166104006,0.294512404,0.563996638,0.572756939,,South Carolina,Kansas
South CarolinatoKentucky,-0.256183808,0.147637241,-1.735224843,0.082702252,,South Carolina,Kentucky
South CarolinatoLouisiana,0.320855804,0.199364094,1.609396143,0.107531043,,South Carolina,Louisiana
South CarolinatoMaine,-0.085006805,0.277705979,-0.306103618,0.759526014,,South Carolina,Maine
South CarolinatoMaryland,-0.740488357,0.13474918,-5.495308829,3.90E-08,*,South Carolina,Maryland
South CarolinatoMassachusetts,-0.038890138,0.180032127,-0.216017769,0.828974078,,South Carolina,Massachusetts
South CarolinatoMichigan,-0.370238402,0.126897659,-2.917614131,0.003527527,*,South Carolina,Michigan
South CarolinatoMinnesota,0.206893747,0.245784824,0.841767786,0.399918773,,South Carolina,Minnesota
South CarolinatoMississippi,0.38279232,0.208428001,1.836568592,0.066274824,,South Carolina,Mississippi
South CarolinatoMissouri,0.163347135,0.163780205,0.997355787,0.318592834,,South Carolina,Missouri
South CarolinatoMontana,1.604042859,0.372431202,4.306950785,1.66E-05,*,South Carolina,Montana
South CarolinatoNebraska,0.520183398,0.304156827,1.710247317,0.087221422,,South Carolina,Nebraska
South CarolinatoNevada,0.805946743,0.270487739,2.979605452,0.002886483,*,South Carolina,Nevada
South CarolinatoNew Hampshire,0.419390946,0.339942262,1.233712289,0.217311323,,South Carolina,New Hampshire
South CarolinatoNew Jersey,-0.461688672,0.182077331,-2.535673543,0.01122375,*,South Carolina,New Jersey
South CarolinatoNew Mexico,0.898718759,0.251356222,3.575478463,0.000349656,*,South Carolina,New Mexico
South CarolinatoNew York,-0.022296499,0.108326145,-0.205827498,0.836925833,,South Carolina,New York
South CarolinatoNorth Carolina,-0.767144824,0.051383704,-14.92972999,2.22E-50,*,South Carolina,North Carolina
South CarolinatoNorth Dakota,0.93959947,0.480568257,1.955184214,0.050562472,,South Carolina,North Dakota
South CarolinatoOhio,-0.373006784,0.10823098,-3.446395714,0.000568214,*,South Carolina,Ohio
South CarolinatoOklahoma,0.350820705,0.186627754,1.879788494,0.060138101,,South Carolina,Oklahoma
South CarolinatoOregon,0.883607178,0.251471349,3.513748903,0.00044191,*,South Carolina,Oregon
South CarolinatoPennsylvania,-0.298903872,0.110079326,-2.715349757,0.006621047,*,South Carolina,Pennsylvania
South CarolinatoRhode Island,-0.044565914,0.33993551,-0.131101086,0.89569545,,South Carolina,Rhode Island
South CarolinatoSouth Carolina,-0.294666351,0.036167521,-8.147264227,3.74E-16,*,South Carolina,South Carolina
South CarolinatoSouth Dakota,0.738318245,0.444952689,1.659318536,0.097052908,,South Carolina,South Dakota
South CarolinatoTennessee,-0.2934771,0.110929112,-2.645627417,0.00815448,*,South Carolina,Tennessee
South CarolinatoTexas,0.648314941,0.097285934,6.664015158,2.67E-11,*,South Carolina,Texas
South CarolinatoUtah,0.803477656,0.251408749,3.195901732,0.001394123,*,South Carolina,Utah
South CarolinatoVermont,0.19004037,0.392441783,0.484251113,0.628208101,,South Carolina,Vermont
South CarolinatoVirginia,-0.132106697,0.079997418,-1.651387016,0.098660863,,South Carolina,Virginia
South CarolinatoWashington,1.03079915,0.189256086,5.446583905,5.14E-08,*,South Carolina,Washington
South CarolinatoWest Virginia,-0.235977291,0.172091408,-1.371232263,0.170303826,,South Carolina,West Virginia
South CarolinatoWisconsin,-0.394827636,0.1889444,-2.089649848,0.036650299,*,South Carolina,Wisconsin
South CarolinatoWyoming,1.158130656,0.416290619,2.782024395,0.005402513,*,South Carolina,Wyoming
South DakotatoAlabama,0.580040568,0.480560726,1.207007848,0.227430293,,South Dakota,Alabama
South DakotatoArizona,0.741588011,0.215382039,3.443128384,0.000575123,*,South Dakota,Arizona
South DakotatoArkansas,0.28297105,0.526343477,0.537616713,0.59084218,,South Dakota,Arkansas
South DakotatoCalifornia,0.405050647,0.178138269,2.273799165,0.02297893,*,South Dakota,California
South DakotatoColorado,0.089489833,0.163700656,0.546667531,0.584607666,,South Dakota,Colorado
South DakotatoConnecticut,0.564696554,0.679456848,0.831099953,0.40591798,,South Dakota,Connecticut
South DakotatoDelaware,-0.937281365,1.176623785,-0.796585431,0.425692618,,South Dakota,Delaware
South DakotatoDistrict of Columbia,0.313726319,0.832092884,0.377032811,0.706149549,,South Dakota,District of Columbia
South DakotatoFlorida,1.015716275,0.22294593,4.55588615,5.22E-06,*,South Dakota,Florida
South DakotatoGeorgia,0.570218325,0.339976675,1.677227785,0.09349923,,South Dakota,Georgia
South DakotatoIdaho,1.354143011,0.679438411,1.993032761,0.046258973,*,South Dakota,Idaho
South DakotatoIllinois,0.515558998,0.294481276,1.750736095,0.079992637,,South Dakota,Illinois
South DakotatoIndiana,0.345478446,0.39244392,0.880325643,0.378683793,,South Dakota,Indiana
South DakotatoIowa,-0.146334281,0.116611093,-1.254891593,0.209519319,,South Dakota,Iowa
South DakotatoKansas,-0.00086721,0.226805614,-0.00382358,0.996949235,,South Dakota,Kansas
South DakotatoKentucky,-0.09199326,0.2777082,-0.33125871,0.740449362,,South Dakota,Kentucky
South DakotatoLouisiana,-0.333107085,0.48054145,-0.69319116,0.488190256,,South Dakota,Louisiana
South DakotatoMaine,0.918443448,0.832097047,1.103769628,0.269694173,,South Dakota,Maine
South DakotatoMaryland,0.353376479,0.588493975,0.600475951,0.548189642,,South Dakota,Maryland
South DakotatoMassachusetts,0.427402641,0.526436802,0.811878347,0.416862233,,South Dakota,Massachusetts
South DakotatoMichigan,1.01694344,0.326658835,3.113166802,0.001851128,*,South Dakota,Michigan
South DakotatoMinnesota,-0.365144537,0.07859807,-4.64571887,3.39E-06,*,South Dakota,Minnesota
South DakotatoMississippi,2.731979262,0.83207122,3.283347864,0.001025964,*,South Dakota,Mississippi
South DakotatoMissouri,0.248935321,0.205281358,1.2126543,0.225263195,,South Dakota,Missouri
South DakotatoMontana,0.368162337,0.218921278,1.681711067,0.092626162,,South Dakota,Montana
South DakotatoNebraska,-0.037352702,0.11391517,-0.327899279,0.742988101,,South Dakota,Nebraska
South DakotatoNevada,0.776983178,0.294536777,2.637983565,0.008340592,*,South Dakota,Nevada
South DakotatoNew Hampshire,1.588875886,0.832091629,1.909496299,0.056199271,,South Dakota,New Hampshire
South DakotatoNew Jersey,1.230473109,0.832099375,1.478757402,0.139206457,,South Dakota,New Jersey
South DakotatoNew Mexico,-0.118649586,0.588438639,-0.201634594,0.840202567,,South Dakota,New Mexico
South DakotatoNew York,0.421725101,0.416285024,1.013068154,0.311028614,,South Dakota,New York
South DakotatoNorth Carolina,0.814560388,0.416263088,1.956840307,0.050367386,,South Dakota,North Carolina
South DakotatoNorth Dakota,-0.26319997,0.109536003,-2.40286265,0.016268039,*,South Dakota,North Dakota
South DakotatoOhio,0.657917388,0.355054519,1.853003843,0.063883016,,South Dakota,Ohio
South DakotatoOklahoma,0.212973128,0.277648874,0.767059216,0.443047052,,South Dakota,Oklahoma
South DakotatoOregon,1.049338867,0.314831348,3.333019008,0.000859219,*,South Dakota,Oregon
South DakotatoPennsylvania,0.571186239,0.294554229,1.939154774,0.052483647,,South Dakota,Pennsylvania
South DakotatoRhode Island,1.836087255,1.17664109,1.560448016,0.118655344,,South Dakota,Rhode Island
South DakotatoSouth Carolina,0.92675511,0.39249194,2.361208001,0.018216293,*,South Dakota,South Carolina
South DakotatoSouth Dakota,0.297198218,0.041488796,7.163336755,7.90E-13,*,South Dakota,South Dakota
South DakotatoTennessee,-0.096554783,0.156548771,-0.616771263,0.537386185,,South Dakota,Tennessee
South DakotatoTexas,0.75313476,0.184333671,4.085714542,4.40E-05,*,South Dakota,Texas
South DakotatoUtah,0.383840373,0.355043734,1.081107301,0.279650456,,South Dakota,Utah
South DakotatoVermont,0.386530425,0.588489522,0.656817854,0.511298663,,South Dakota,Vermont
South DakotatoVirginia,1.038079234,0.340014806,3.053041266,0.002265592,*,South Dakota,Virginia
South DakotatoWashington,1.39477754,0.304207806,4.584949865,4.54E-06,*,South Dakota,Washington
South DakotatoWest Virginia,0.282464174,0.679433607,0.41573477,0.677604461,,South Dakota,West Virginia
South DakotatoWisconsin,-0.016574906,0.199330776,-0.083152771,0.933730134,,South Dakota,Wisconsin
South DakotatoWyoming,0.067202173,0.19651213,0.341974681,0.732370242,,South Dakota,Wyoming
TennesseetoAlabama,-0.613394493,0.079759505,-7.690550372,1.47E-14,*,Tennessee,Alabama
TennesseetoArizona,0.512668424,0.182305311,2.812142007,0.00492167,*,Tennessee,Arizona
TennesseetoArkansas,-0.110663299,0.112870704,-0.980443071,0.326868431,,Tennessee,Arkansas
TennesseetoCalifornia,0.542777145,0.110646093,4.905524743,9.32E-07,*,Tennessee,California
TennesseetoColorado,0.584701724,0.131635608,4.441820351,8.92E-06,*,Tennessee,Colorado
TennesseetoConnecticut,0.161445377,0.285751807,0.564984623,0.572084743,,Tennessee,Connecticut
TennesseetoDelaware,0.489006012,0.444906401,1.099121098,0.271716334,,Tennessee,Delaware
TennesseetoDistrict of Columbia,0.514568165,0.392431139,1.31123174,0.189780717,,Tennessee,District of Columbia
TennesseetoFlorida,0.161577717,0.066911441,2.414799545,0.015744603,*,Tennessee,Florida
TennesseetoGeorgia,-0.226913911,0.070079015,-3.237972317,0.001203986,*,Tennessee,Georgia
TennesseetoIdaho,0.995713527,0.263603031,3.777321998,0.000158561,*,Tennessee,Idaho
TennesseetoIllinois,-0.530800268,0.096617787,-5.493815235,3.94E-08,*,Tennessee,Illinois
TennesseetoIndiana,-0.409790537,0.101676406,-4.030340508,5.57E-05,*,Tennessee,Indiana
TennesseetoIowa,-0.305997382,0.172153346,-1.777469848,0.075492214,,Tennessee,Iowa
TennesseetoKansas,0.16516285,0.196577609,0.840191571,0.400801808,,Tennessee,Kansas
TennesseetoKentucky,-0.708007995,0.067858785,-10.43354957,1.76E-25,*,Tennessee,Kentucky
TennesseetoLouisiana,0.028182249,0.144338838,0.195250632,0.845196906,,Tennessee,Louisiana
TennesseetoMaine,0.226218095,0.235800104,0.959363848,0.337376432,,Tennessee,Maine
TennesseetoMaryland,-0.006528481,0.18428168,-0.035426644,0.971739568,,Tennessee,Maryland
TennesseetoMassachusetts,-0.085887236,0.178025006,-0.482444787,0.629490445,,Tennessee,Massachusetts
TennesseetoMichigan,-0.253581461,0.090448939,-2.803586909,0.00505416,*,Tennessee,Michigan
TennesseetoMinnesota,-0.125706296,0.165358128,-0.760206333,0.447131995,,Tennessee,Minnesota
TennesseetoMississippi,-0.168170564,0.105141163,-1.599474062,0.109716604,,Tennessee,Mississippi
TennesseetoMissouri,-0.186335187,0.126055432,-1.478200371,0.139355447,,Tennessee,Missouri
TennesseetoMontana,0.575195081,0.355111309,1.619759964,0.105285143,,Tennessee,Montana
TennesseetoNebraska,-0.010180083,0.218943079,-0.046496484,0.962914574,,Tennessee,Nebraska
TennesseetoNevada,0.436353088,0.240785588,1.812206005,0.069955601,,Tennessee,Nevada
TennesseetoNew Hampshire,0.013982676,0.257171622,0.05437099,0.956639636,,Tennessee,New Hampshire
TennesseetoNew Jersey,0.017584794,0.196645334,0.089423906,0.928745099,,Tennessee,New Jersey
TennesseetoNew Mexico,0.575168013,0.222886285,2.580544659,0.009865039,*,Tennessee,New Mexico
TennesseetoNew York,0.01887007,0.123527982,0.15275948,0.878588079,,Tennessee,New York
TennesseetoNorth Carolina,-0.351570881,0.076983001,-4.566863822,4.95E-06,*,Tennessee,North Carolina
TennesseetoNorth Dakota,0.641262894,0.326677858,1.962982425,0.049649352,*,Tennessee,North Dakota
TennesseetoOhio,-0.489170835,0.094203434,-5.192707044,2.07E-07,*,Tennessee,Ohio
TennesseetoOklahoma,0.077408187,0.147716234,0.524033039,0.600256037,,Tennessee,Oklahoma
TennesseetoOregon,1.14216752,0.231386287,4.936193644,7.97E-07,*,Tennessee,Oregon
TennesseetoPennsylvania,-0.23052788,0.117891662,-1.9554214,0.050534493,,Tennessee,Pennsylvania
TennesseetoRhode Island,-0.23683283,0.416242872,-0.568977504,0.569371931,,Tennessee,Rhode Island
TennesseetoSouth Carolina,-0.34833083,0.107297097,-3.246414308,0.001168844,*,Tennessee,South Carolina
TennesseetoSouth Dakota,0.622376773,0.355048396,1.752935036,0.079614416,,Tennessee,South Dakota
TennesseetoTennessee,-0.220774782,0.027304322,-8.085708369,6.21E-16,*,Tennessee,Tennessee
TennesseetoTexas,0.411397659,0.086348614,4.764380577,1.90E-06,*,Tennessee,Texas
TennesseetoUtah,0.417414064,0.196774348,2.121282922,0.033899007,*,Tennessee,Utah
TennesseetoVermont,0.069576818,0.372346449,0.186860432,0.851770219,,Tennessee,Vermont
TennesseetoVirginia,-0.090402251,0.086298218,-1.047556396,0.294844075,,Tennessee,Virginia
TennesseetoWashington,0.939232721,0.167299093,5.61409334,1.98E-08,*,Tennessee,Washington
TennesseetoWest Virginia,0.260972565,0.186452668,1.399671926,0.161612857,,Tennessee,West Virginia
TennesseetoWisconsin,-0.462591193,0.150036367,-3.083193767,0.002048146,*,Tennessee,Wisconsin
TennesseetoWyoming,0.075108964,0.355086398,0.211523067,0.832479311,,Tennessee,Wyoming
TexastoAlabama,0.087460721,0.085885057,1.018346194,0.308514473,,Texas,Alabama
TexastoArizona,0.530489868,0.093116737,5.697040998,1.22E-08,*,Texas,Arizona
TexastoArkansas,-0.292045533,0.059711365,-4.890953874,1.00E-06,*,Texas,Arkansas
TexastoCalifornia,0.434732464,0.053689908,8.097098356,5.65E-16,*,Texas,California
TexastoColorado,0.417158427,0.059920326,6.96188511,3.37E-12,*,Texas,Colorado
TexastoConnecticut,0.575891233,0.149177533,3.860442116,0.000113211,*,Texas,Connecticut
TexastoDelaware,0.456023641,0.304226555,1.49896067,0.133885131,,Texas,Delaware
TexastoDistrict of Columbia,0.741416379,0.285809071,2.594096736,0.009484547,*,Texas,District of Columbia
TexastoFlorida,0.422014645,0.055081031,7.661705641,1.84E-14,*,Texas,Florida
TexastoGeorgia,0.596569063,0.064262748,9.283279754,1.66E-20,*,Texas,Georgia
TexastoIdaho,0.707670413,0.140523668,5.035951756,4.76E-07,*,Texas,Idaho
TexastoIllinois,0.036215654,0.077381729,0.46801299,0.639775719,,Texas,Illinois
TexastoIndiana,0.208931753,0.081795735,2.554311096,0.010640417,*,Texas,Indiana
TexastoIowa,-0.062220691,0.086784442,-0.716956742,0.473401476,,Texas,Iowa
TexastoKansas,-0.107423084,0.069463892,-1.546459334,0.121994972,,Texas,Kansas
TexastoKentucky,0.608500345,0.103848794,5.85948398,4.65E-09,*,Texas,Kentucky
TexastoLouisiana,-0.469713824,0.058300677,-8.056747366,7.87E-16,*,Texas,Louisiana
TexastoMaine,0.55640228,0.162492697,3.424167916,0.000616786,*,Texas,Maine
TexastoMaryland,0.710940598,0.110442816,6.437182844,1.22E-10,*,Texas,Maryland
TexastoMassachusetts,0.35978804,0.125882994,2.858114744,0.004262024,*,Texas,Massachusetts
TexastoMichigan,0.014463008,0.071389964,0.202591613,0.839454415,,Texas,Michigan
TexastoMinnesota,-0.130622907,0.083525999,-1.563859252,0.117851924,,Texas,Minnesota
TexastoMississippi,-0.028955967,0.094015282,-0.307992127,0.758088586,,Texas,Mississippi
TexastoMissouri,0.100125355,0.069970888,1.430957316,0.152443731,,Texas,Missouri
TexastoMontana,0.638811272,0.140514517,4.546229721,5.46E-06,*,Texas,Montana
TexastoNebraska,0.03711448,0.102982526,0.360395894,0.718551409,,Texas,Nebraska
TexastoNevada,0.612661813,0.139564759,4.389803119,1.14E-05,*,Texas,Nevada
TexastoNew Hampshire,0.377986211,0.17064156,2.21508881,0.02675489,*,Texas,New Hampshire
TexastoNew Jersey,0.448826496,0.113410821,3.957527963,7.58E-05,*,Texas,New Jersey
TexastoNew Mexico,0.187265845,0.06744734,2.776474863,0.005495608,*,Texas,New Mexico
TexastoNew York,0.291110988,0.071982148,4.044210916,5.25E-05,*,Texas,New York
TexastoNorth Carolina,0.541796499,0.06777614,7.993912042,1.31E-15,*,Texas,North Carolina
TexastoNorth Dakota,0.506992543,0.145630966,3.481351225,0.000498978,*,Texas,North Dakota
TexastoOhio,0.307162535,0.072718554,4.223991229,2.40E-05,*,Texas,Ohio
TexastoOklahoma,-0.44576059,0.042740835,-10.42938431,1.84E-25,*,Texas,Oklahoma
TexastoOregon,0.955143647,0.112416431,8.496477257,1.97E-17,*,Texas,Oregon
TexastoPennsylvania,0.247275248,0.078095209,3.166330586,0.001543942,*,Texas,Pennsylvania
TexastoRhode Island,0.67231346,0.227046098,2.961131975,0.003065401,*,Texas,Rhode Island
TexastoSouth Carolina,0.492027621,0.090492341,5.437229442,5.42E-08,*,Texas,South Carolina
TexastoSouth Dakota,0.312832754,0.15791781,1.980984625,0.04759412,*,Texas,South Dakota
TexastoTennessee,0.415643962,0.076257831,5.450508561,5.03E-08,*,Texas,Tennessee
TexastoUtah,0.489963584,0.110300001,4.442099539,8.91E-06,*,Texas,Utah
TexastoVermont,0.407349456,0.184487147,2.208009946,0.027244507,*,Texas,Vermont
TexastoVirginia,0.824343691,0.068164915,12.09337226,1.17E-33,*,Texas,Virginia
TexastoWashington,0.869028953,0.078551357,11.0631947,1.92E-28,*,Texas,Washington
TexastoWest Virginia,0.597509187,0.186678749,3.200734906,0.001370951,*,Texas,West Virginia
TexastoWisconsin,-0.144224957,0.080737381,-1.786346736,0.074044377,,Texas,Wisconsin
TexastoWyoming,0.08454878,0.12773775,0.661893454,0.508040133,,Texas,Wyoming
UtahtoAlabama,0.886229827,0.245862511,3.604574869,0.000312727,*,Utah,Alabama
UtahtoArizona,0.167509907,0.152472447,1.098624116,0.271933139,,Utah,Arizona
UtahtoArkansas,1.260134353,0.304170657,4.142853118,3.43E-05,*,Utah,Arkansas
UtahtoCalifornia,-0.130664587,0.096803172,-1.349796547,0.177082506,,Utah,California
UtahtoColorado,0.029512963,0.122032446,0.241845216,0.808900305,,Utah,Colorado
UtahtoConnecticut,0.957262683,0.355183592,2.695120789,0.007036794,*,Utah,Connecticut
UtahtoDelaware,1.546705758,0.588513791,2.628155502,0.008585464,*,Utah,Delaware
UtahtoDistrict of Columbia,0.679478067,0.588520698,1.15455254,0.248274843,,Utah,District of Columbia
UtahtoFlorida,1.0994232,0.142663792,7.706392645,1.30E-14,*,Utah,Florida
UtahtoGeorgia,0.848010383,0.222962277,3.803380522,0.00014277,*,Utah,Georgia
UtahtoIdaho,0.264704301,0.10902742,2.427869068,0.015188544,*,Utah,Idaho
UtahtoIllinois,0.57524742,0.231304228,2.486973219,0.012884173,*,Utah,Illinois
UtahtoIndiana,0.751844874,0.257257799,2.922534812,0.003472267,*,Utah,Indiana
UtahtoIowa,0.445499957,0.270346474,1.647885216,0.099377517,,Utah,Iowa
UtahtoKansas,0.731377234,0.235762857,3.102173267,0.001921274,*,Utah,Kansas
UtahtoKentucky,1.076346539,0.294586648,3.653751944,0.00025849,*,Utah,Kentucky
UtahtoLouisiana,1.292371093,0.480574095,2.689223382,0.007162335,*,Utah,Louisiana
UtahtoMaine,0.890537317,0.314941045,2.82763181,0.004689753,*,Utah,Maine
UtahtoMaryland,0.603313266,0.231390131,2.607342255,0.009125366,*,Utah,Maryland
UtahtoMassachusetts,0.994797675,0.270509704,3.677493487,0.000235588,*,Utah,Massachusetts
UtahtoMichigan,0.509882165,0.215438779,2.36671489,0.017947529,*,Utah,Michigan
UtahtoMinnesota,-0.026089525,0.245808281,-0.106137699,0.915473188,,Utah,Minnesota
UtahtoMississippi,1.396701812,0.416272405,3.355259186,0.000793027,*,Utah,Mississippi
UtahtoMissouri,0.815855768,0.180083149,4.530439264,5.89E-06,*,Utah,Missouri
UtahtoMontana,-0.39933145,0.17991031,-2.219614038,0.026445895,*,Utah,Montana
UtahtoNebraska,0.078312697,0.222816739,0.351466849,0.725238443,,Utah,Nebraska
UtahtoNevada,0.360508984,0.184190694,1.957259488,0.050318107,,Utah,Nevada
UtahtoNew Hampshire,0.263578848,0.372469308,0.70765253,0.47916174,,Utah,New Hampshire
UtahtoNew Jersey,0.221466341,0.416335268,0.531942302,0.594766442,,Utah,New Jersey
UtahtoNew Mexico,-0.247896325,0.235682311,-1.051824057,0.292881322,,Utah,New Mexico
UtahtoNew York,0.416276749,0.1823797,2.282473037,0.022462285,*,Utah,New York
UtahtoNorth Carolina,0.836955531,0.208677244,4.010765697,6.05E-05,*,Utah,North Carolina
UtahtoNorth Dakota,0.505212255,0.270326269,1.868898112,0.061638189,,Utah,North Dakota
UtahtoOhio,0.920345219,0.184512651,4.987978943,6.11E-07,*,Utah,Ohio
UtahtoOklahoma,0.360839249,0.24576924,1.468203463,0.142050254,,Utah,Oklahoma
UtahtoOregon,0.674296762,0.156477286,4.309230938,1.64E-05,*,Utah,Oregon
UtahtoPennsylvania,0.951112015,0.205529221,4.627624277,3.70E-06,*,Utah,Pennsylvania
UtahtoRhode Island,0.330780353,0.445032101,0.743273019,0.45731712,,Utah,Rhode Island
UtahtoSouth Carolina,0.724893264,0.25140889,2.883323913,0.00393537,*,Utah,South Carolina
UtahtoSouth Dakota,0.816440974,0.416221519,1.961553971,0.049815572,*,Utah,South Dakota
UtahtoTennessee,1.235219806,0.240713977,5.13148353,2.88E-07,*,Utah,Tennessee
UtahtoTexas,0.798513485,0.100942076,7.910610893,2.57E-15,*,Utah,Texas
UtahtoUtah,0.60168722,0.062414334,9.640208902,5.46E-22,*,Utah,Utah
UtahtoVermont,0.27246213,0.277857725,0.980581447,0.32680016,,Utah,Vermont
UtahtoVirginia,1.63817214,0.186811079,8.769138032,1.81E-18,*,Utah,Virginia
UtahtoWashington,0.714500579,0.129929599,5.499136336,3.82E-08,*,Utah,Washington
UtahtoWest Virginia,0.64194316,0.392538553,1.635363341,0.101974194,,Utah,West Virginia
UtahtoWisconsin,0.601569676,0.184433556,3.261714894,0.001107557,*,Utah,Wisconsin
UtahtoWyoming,-0.15342836,0.15370937,-0.998171812,0.318197044,,Utah,Wyoming
VermonttoAlabama,-0.372916726,1.17662214,-0.31693839,0.751290623,,Vermont,Alabama
VermonttoArizona,1.124870636,0.314951945,3.571562752,0.000354926,*,Vermont,Arizona
VermonttoArkansas,-1.786096557,1.176630311,-1.517975987,0.129021749,,Vermont,Arkansas
VermonttoCalifornia,0.579010053,0.208843582,2.772457972,0.005563893,*,Vermont,California
VermonttoColorado,1.274897768,0.263630424,4.835928061,1.33E-06,*,Vermont,Colorado
VermonttoConnecticut,-1.073285351,0.2776101,-3.86616103,0.000110591,*,Vermont,Connecticut
VermonttoDelaware,-0.216368275,0.588409246,-0.367717326,0.713084339,,Vermont,Delaware
VermonttoDistrict of Columbia,0.175655422,0.679402192,0.258544091,0.795987244,,Vermont,District of Columbia
VermonttoFlorida,0.85758718,0.146773015,5.842948576,5.13E-09,*,Vermont,Florida
VermonttoGeorgia,0.14924515,0.392459924,0.380281249,0.703736984,,Vermont,Georgia
VermonttoIdaho,0.525845678,1.176652819,0.446899604,0.654947947,,Vermont,Idaho
VermonttoIllinois,-0.251679739,0.480554341,-0.523727948,0.60046825,,Vermont,Illinois
VermonttoIndiana,0.862880221,0.444926962,1.939374987,0.052456846,,Vermont,Indiana
VermonttoIowa,0.418367204,0.480562986,0.870577251,0.38398588,,Vermont,Iowa
VermonttoKansas,0.701930525,1.176627365,0.596561448,0.550800771,,Vermont,Kansas
VermonttoKentucky,0.138262415,0.588441306,0.234963816,0.814237015,,Vermont,Kentucky
VermonttoLouisiana,0.082177948,0.679451256,0.120947525,0.903732699,,Vermont,Louisiana
VermonttoMaine,-0.735089831,0.181965771,-4.039714882,5.35E-05,*,Vermont,Maine
VermonttoMaryland,-0.241629552,0.326588456,-0.739859441,0.459386,,Vermont,Maryland
VermonttoMassachusetts,-0.935125223,0.1668824,-5.60349817,2.10E-08,*,Vermont,Massachusetts
VermonttoMichigan,0.217097942,0.392428695,0.553216277,0.58011583,,Vermont,Michigan
VermonttoMinnesota,0.621149003,0.444962038,1.395959544,0.16272795,,Vermont,Minnesota
VermonttoMississippi,-0.206706518,1.17662617,-0.175677308,0.860547609,,Vermont,Mississippi
VermonttoMissouri,1.366726032,0.480568628,2.843976808,0.0044558,*,Vermont,Missouri
VermonttoMontana,0.93698236,0.526449291,1.779815028,0.075107483,,Vermont,Montana
VermonttoNebraska,1.082269857,1.17664777,0.919790854,0.357682974,,Vermont,Nebraska
VermonttoNevada,0.842654483,0.445054923,1.893371896,0.058309613,,Vermont,Nevada
VermonttoNew Hampshire,-0.70906419,0.14995785,-4.728423303,2.26E-06,*,Vermont,New Hampshire
VermonttoNew Jersey,-0.938784584,0.304060722,-3.087490482,0.002018769,*,Vermont,New Jersey
VermonttoNew Mexico,0.917892084,0.445016634,2.062601743,0.039151539,*,Vermont,New Mexico
VermonttoNew York,-0.686593698,0.113382759,-6.055538798,1.40E-09,*,Vermont,New York
VermonttoNorth Carolina,0.46814769,0.251225694,1.863454663,0.062399527,,Vermont,North Carolina
VermonttoOhio,0.06005624,0.294474117,0.203944035,0.838397403,,Vermont,Ohio
VermonttoOklahoma,1.268841291,0.480588163,2.640184235,0.008286625,*,Vermont,Oklahoma
VermonttoOregon,1.42342363,0.372504261,3.821227784,0.000132822,*,Vermont,Oregon
VermonttoPennsylvania,-0.446151636,0.179901866,-2.47997225,0.013139931,*,Vermont,Pennsylvania
VermonttoRhode Island,-1.086709847,0.444866545,-2.442777187,0.014575437,*,Vermont,Rhode Island
VermonttoSouth Carolina,0.892631452,0.392446894,2.274528006,0.022935124,*,Vermont,South Carolina
VermonttoTennessee,0.480111918,0.304134877,1.578615129,0.11442566,,Vermont,Tennessee
VermonttoTexas,1.211265498,0.392549804,3.085635216,0.002031406,*,Vermont,Texas
VermonttoUtah,0.859746559,0.480629438,1.788792969,0.073649405,,Vermont,Utah
VermonttoVermont,0.149612018,0.099284651,1.506899772,0.131837646,,Vermont,Vermont
VermonttoVirginia,0.434552694,0.245688543,1.768713708,0.076942914,,Vermont,Virginia
VermonttoWashington,1.183096783,0.326828326,3.619933431,0.000294738,*,Vermont,Washington
VermonttoWest Virginia,-1.613243204,1.176600383,-1.371105455,0.170343347,,Vermont,West Virginia
VermonttoWisconsin,-0.146049441,0.480550116,-0.303921351,0.76118807,,Vermont,Wisconsin
VirginiatoAlabama,0.351278441,0.116751317,3.008774988,0.002623301,*,Virginia,Alabama
VirginiatoArizona,1.157565586,0.135220459,8.560580191,1.13E-17,*,Virginia,Arizona
VirginiatoArkansas,0.591971572,0.196645961,3.010341872,0.002609805,*,Virginia,Arkansas
VirginiatoCalifornia,0.986760709,0.075219196,13.11846931,2.66E-39,*,Virginia,California
VirginiatoColorado,0.96938611,0.102969099,9.414340035,4.80E-21,*,Virginia,Colorado
VirginiatoConnecticut,-0.337632964,0.151237891,-2.232462793,0.025585296,*,Virginia,Connecticut
VirginiatoDelaware,-0.925956933,0.177815878,-5.207391746,1.92E-07,*,Virginia,Delaware
VirginiatoDistrict of Columbia,-0.742782172,0.17991949,-4.128414164,3.65E-05,*,Virginia,District of Columbia
VirginiatoFlorida,0.372248109,0.055418092,6.71708638,1.86E-11,*,Virginia,Florida
VirginiatoGeorgia,0.192265697,0.078895077,2.436979657,0.014811223,*,Virginia,Georgia
